Bio,Grades
Not instinctive or athletic. Can't hang his hat on coverage ability or run-stuffing acumen. He's an inside linebacker with limited range who must prove he can be a special-teams monster to make it.,5.10
NA,NA
"Isn't able to latch onto targets, which hinders his consistency as a run blocker in power. Foot quickness is a weakness, which creates too much lunging and leaning in his game. Feliciano is a competent college guard who appears to be lacking the athleticism and technique to be a full-time NFL starter.",5.10
NA,NA
"Solid accuracy and has clutch kicks under his belt, but inability to boom kickoffs will make a trip into camp via undrafted free agency the very likely scenario.",5.10
NA,NA
"Strange combination of lateral quickness and noticeable stiffness in lower half in pass sets and in space. Gibson has the movement skills of a zone tackle, but NFL teams might look right past him on draft day if he doesn't add more functional core strength.",5.10
NA,NA
"Hatchie has some good football qualities, but he doesn't have tackle qualities. He has enough quickness to move inside to guard for zone-scheme teams, but might still lack the necessary power. Center might be his best bet at the next level.",5.10
Lacks elusiveness and doesn't carry enough power behind his pads to create any intrigue. Couldn't even get to 100 carries in a single season while in college and unlikely to be able to break into rotation in the pros.,5.10
NA,NA
"One-speed running back with some weight behind his pads, but not enough explosive power to offset his lack of burst and overall athleticism. Could struggle to find a home as an NFL running back and might need to take a look at playing fullback.",5.10
NA,NA
Long-shot project with tremendous height and good athleticism. He might possess the necessary athletic traits worthy of a camp invite.,5.10
NA,NA
"Power in his leg is nothing special and his hang-time leaves much to be desired, but he offers depth thanks to his versatility and he’s a quality ball-striker.",5.10
NA,NA
"Despite being a three-year starter for the Hurricanes, there are certain core traits that a player must have to make an NFL roster and McDermott's lack of strength and athleticism could limit his opportunities.",5.10
NA,NA
"There aren't many athletic traits for him to hang his hat on, but he does have rare length and the type of frame that could make him an interesting developmental player in the future. His best position will likely be 3-4 DE.",5.10
NA,NA
"Mumphery is a hardworking leader and the kind of guy every college coach wants on his team, but his lack of athleticism and overall speed will make him a long shot to find a home on an NFL roster.",5.10
NA,NA
"Technically sound, undersized interior lineman lacking the necessary size and functional strength to be a roster factor in the near future unless he adds more girth.",5.10
